round_name,heat_id,heat_name,competition_competitor_id,bib_number,starting_position,final_rank,final_result,final_points,result_status,qualification_code,record_flag,num_laps,json_source
Quarterfinals,7a104a86-1dc0-4b89-8b54-dbd03770017e,Heat 1,89ebc323-0aef-4373-bc5c-6694f0b76935,17,3,4.0,1:11.203,,,,,5,seoul_man
Quarterfinals,7a104a86-1dc0-4b89-8b54-dbd03770017e,Heat 1,af71dca0-c9fb-4f77-be3a-8ff047e99c39,75,4,,PEN,,Penalty,,,0,seoul_man
Quarterfinals,e647cf4c-c345-4eb0-9384-86d73e8bc46a,Heat 2,59ae22e1-2772-412d-8714-8ac113571053,10,2,1.0,40.948,,,Q,,5,seoul_man
Quarterfinals,e647cf4c-c345-4eb0-9384-86d73e8bc46a,Heat 2,ff9963a6-23ac-4c1d-ae21-1c5028264d69,13,1,2.0,41.096,,,Q,,5,seoul_man
Quarterfinals,e647cf4c-c345-4eb0-9384-86d73e8bc46a,Heat 2,694b1f62-3ad8-4d0d-bcde-31fe41f01f8c,40,3,3.0,41.183,,,,,5,seoul_man
Quarterfinals,e647cf4c-c345-4eb0-9384-86d73e8bc46a,Heat 2,21cc4579-3a1c-4a8a-bf39-5a7475bb319c,20,4,4.0,41.436,,,,,5,seoul_man
Quarterfinals,e647cf4c-c345-4eb0-9384-86d73e8bc46a,Heat 2,50ac7787-2631-46d7-8d95-edc0c560a7ff,35,5,5.0,no time,,,,,3,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,a15aaec4-779d-4ca4-916a-6589b7678c2f,46,1,1.0,40.857,,,Q,,5,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,c4b9df64-f59a-4f18-b837-0de23875f136,7,3,2.0,40.920,,,Q,,5,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,013f54e5-d12a-4970-84bb-e2e40a383950,19,2,3.0,40.997,,,q,,5,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,b04d2e6d-b92c-4548-ac22-e5930ca27da4,18,5,4.0,41.132,,,,,5,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,996efec1-974c-4d9d-8e24-17babe3ddf17,105,6,5.0,41.328,,,,,5,seoul_man
Quarterfinals,cab8b3e6-7699-4624-864f-117c0810d859,Heat 3,5dc025c0-4553-4107-b42f-a7a6794f8495,8,4,6.0,41.399,,,,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,f7bdc857-3997-4abc-bfc9-80ee330f8563,3,3,1.0,40.741,,,Q,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,1109e535-8491-4985-857e-610f26178f4c,48,1,2.0,41.016,,,Q,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,29659c64-b0e6-4e52-8121-665fcca355d7,98,6,3.0,41.494,,,,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,4db2541f-8c53-49cb-af7d-ff587761fd00,58,5,4.0,41.622,,,,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,46283c04-b51a-47f3-ac99-fe66e7dd778d,129,4,5.0,no time,,,,,5,seoul_man
Quarterfinals,10afd586-a194-42c6-9ba6-66740ef04f95,Heat 4,af470988-b4c5-4d6a-b176-82176f4743e7,1,2,,YC,,Yellow Card,,,0,seoul_man
Semifinals,9e2cf475-8cab-43f2-8653-9ed5d401d37a,Heat 1,f75b0c0f-107d-4474-bb47-45b2926ff298,2,1,1.0,40.973,,,QA,,5,seoul_man
Semifinals,9e2cf475-8cab-43f2-8653-9ed5d401d37a,Heat 1,2560bda6-2a9e-4b0c-8adf-a91b273d71b2,42,2,2.0,41.058,,,QA,,5,seoul_man
Semifinals,9e2cf475-8cab-43f2-8653-9ed5d401d37a,Heat 1,59ae22e1-2772-412d-8714-8ac113571053,10,3,3.0,41.095,,,QB,,5,seoul_man
Semifinals,9e2cf475-8cab-43f2-8653-9ed5d401d37a,Heat 1,ff9963a6-23ac-4c1d-ae21-1c5028264d69,13,5,4.0,41.148,,,QB,,5,seoul_man
Semifinals,9e2cf475-8cab-43f2-8653-9ed5d401d37a,Heat 1,29f872c9-cead-450c-9997-3b6d6dacc1e8,23,4,5.0,41.478,,,QB,,5,seoul_man
Semifinals,3b236f9b-4609-4021-8a3e-becb0deddb15,Heat 2,013f54e5-d12a-4970-84bb-e2e40a383950,19,4,1.0,40.856,,,QA,,5,seoul_man
Semifinals,3b236f9b-4609-4021-8a3e-becb0deddb15,Heat 2,c4b9df64-f59a-4f18-b837-0de23875f136,7,3,2.0,41.210,,,QA,,5,seoul_man
Semifinals,3b236f9b-4609-4021-8a3e-becb0deddb15,Heat 2,1109e535-8491-4985-857e-610f26178f4c,48,5,3.0,41.226,,,QB,,5,seoul_man
Semifinals,3b236f9b-4609-4021-8a3e-becb0deddb15,Heat 2,a15aaec4-779d-4ca4-916a-6589b7678c2f,46,2,4.0,no time,,,ADVA,,5,seoul_man
Semifinals,3b236f9b-4609-4021-8a3e-becb0deddb15,Heat 2,f7bdc857-3997-4abc-bfc9-80ee330f8563,3,1,,PEN,,Penalty,,,0,seoul_man
Finals,8e64987b-7cd5-4d05-8b97-6655d3e142c4,Final A,f75b0c0f-107d-4474-bb47-45b2926ff298,2,2,1.0,41.681,,,,,5,seoul_man
Finals,8e64987b-7cd5-4d05-8b97-6655d3e142c4,Final A,c4b9df64-f59a-4f18-b837-0de23875f136,7,4,2.0,41.759,,,,,5,seoul_man
Finals,8e64987b-7cd5-4d05-8b97-6655d3e142c4,Final A,013f54e5-d12a-4970-84bb-e2e40a383950,19,1,3.0,41.800,,,,,5,seoul_man
Finals,8e64987b-7cd5-4d05-8b97-6655d3e142c4,Final A,a15aaec4-779d-4ca4-916a-6589b7678c2f,46,5,4.0,55.649,,,,,5,seoul_man
Finals,8e64987b-7cd5-4d05-8b97-6655d3e142c4,Final A,2560bda6-2a9e-4b0c-8adf-a91b273d71b2,42,3,5.0,56.813,,,,,5,seoul_man
Finals,2449ef8c-2c11-4893-9f8f-ae0c63291495,Final B,ff9963a6-23ac-4c1d-ae21-1c5028264d69,13,2,1.0,41.110,,,,,5,seoul_man
Finals,2449ef8c-2c11-4893-9f8f-ae0c63291495,Final B,29f872c9-cead-450c-9997-3b6d6dacc1e8,23,4,2.0,41.404,,,,,5,seoul_man
Finals,2449ef8c-2c11-4893-9f8f-ae0c63291495,Final B,1109e535-8491-4985-857e-610f26178f4c,48,3,3.0,41.431,,,,,5,seoul_man
Finals,2449ef8c-2c11-4893-9f8f-ae0c63291495,Final B,59ae22e1-2772-412d-8714-8ac113571053,10,1,,DNS,,Did Not Start,,,0,seoul_man
