round_name,heat_id,heat_name,competition_competitor_id,bib_number,lap_number,rank,lap_time,total_time,result_diff,json_source
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,70bef581-29d2-476b-9d05-856b8b2b1016,78,4,4,9.250,35.280,+1.330,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,70bef581-29d2-476b-9d05-856b8b2b1016,78,5,4,9.697,44.977,+1.653,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,9ad68731-3b70-4e4d-958b-a87b096ba0f5,72,1,5,7.960,7.960,+0.830,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,9ad68731-3b70-4e4d-958b-a87b096ba0f5,72,2,5,9.460,17.420,+1.220,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,9ad68731-3b70-4e4d-958b-a87b096ba0f5,72,3,5,9.090,26.510,+1.600,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,9ad68731-3b70-4e4d-958b-a87b096ba0f5,72,4,5,9.420,35.930,+1.980,seoul_woman
Heats,8d6ce0ee-9cef-4419-848c-536ff33e6718,Heat 1,9ad68731-3b70-4e4d-958b-a87b096ba0f5,72,5,5,9.739,45.669,+2.345,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,7f93311a-945e-438a-a403-9a4a0fe55a3b,32,1,1,7.120,7.120,0.000,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,7f93311a-945e-438a-a403-9a4a0fe55a3b,32,2,1,9.380,16.500,0.000,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,7f93311a-945e-438a-a403-9a4a0fe55a3b,32,3,1,8.810,25.310,0.000,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,7f93311a-945e-438a-a403-9a4a0fe55a3b,32,4,1,8.860,34.170,0.000,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,7f93311a-945e-438a-a403-9a4a0fe55a3b,32,5,1,9.208,43.378,0.000,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,50cb4da6-cb12-4c2c-a4e8-af0321e5425c,45,1,3,7.470,7.470,+0.350,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,50cb4da6-cb12-4c2c-a4e8-af0321e5425c,45,2,3,9.330,16.800,+0.300,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,50cb4da6-cb12-4c2c-a4e8-af0321e5425c,45,3,2,8.650,25.450,+0.140,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,50cb4da6-cb12-4c2c-a4e8-af0321e5425c,45,4,2,9.000,34.450,+0.280,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,50cb4da6-cb12-4c2c-a4e8-af0321e5425c,45,5,2,9.140,43.590,+0.212,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,165b73ae-ea23-4503-8477-9b35f736bf84,40,1,2,7.370,7.370,+0.250,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,165b73ae-ea23-4503-8477-9b35f736bf84,40,2,2,9.290,16.660,+0.160,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,165b73ae-ea23-4503-8477-9b35f736bf84,40,3,3,8.940,25.600,+0.290,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,165b73ae-ea23-4503-8477-9b35f736bf84,40,4,3,9.070,34.670,+0.500,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,165b73ae-ea23-4503-8477-9b35f736bf84,40,5,3,9.314,43.984,+0.606,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,9a11aa40-3413-4817-a662-2c5c700ff511,68,1,4,7.820,7.820,+0.700,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,9a11aa40-3413-4817-a662-2c5c700ff511,68,2,5,9.720,17.540,+1.040,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,9a11aa40-3413-4817-a662-2c5c700ff511,68,3,5,9.130,26.670,+1.360,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,9a11aa40-3413-4817-a662-2c5c700ff511,68,4,4,9.110,35.780,+1.610,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,9a11aa40-3413-4817-a662-2c5c700ff511,68,5,4,9.353,45.133,+1.755,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,f5194e5e-0e99-4719-9b22-d05eedfdfec8,42,1,4,7.820,7.820,+0.700,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,f5194e5e-0e99-4719-9b22-d05eedfdfec8,42,2,4,9.630,17.450,+0.950,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,f5194e5e-0e99-4719-9b22-d05eedfdfec8,42,3,4,9.090,26.540,+1.230,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,f5194e5e-0e99-4719-9b22-d05eedfdfec8,42,4,5,9.370,35.910,+1.740,seoul_woman
Heats,012cf3bf-9a21-46b9-9b1f-b3a2863e8f42,Heat 2,f5194e5e-0e99-4719-9b22-d05eedfdfec8,42,5,5,9.458,45.368,+1.990,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,5f41d2e8-95ba-4d77-a0e0-2849b475b983,4,1,1,7.260,7.260,0.000,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,5f41d2e8-95ba-4d77-a0e0-2849b475b983,4,2,1,9.430,16.690,0.000,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,5f41d2e8-95ba-4d77-a0e0-2849b475b983,4,3,1,8.910,25.600,0.000,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,5f41d2e8-95ba-4d77-a0e0-2849b475b983,4,4,1,9.020,34.620,0.000,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,5f41d2e8-95ba-4d77-a0e0-2849b475b983,4,5,1,9.321,43.941,0.000,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,e75e89fe-2989-441b-b579-cdbe5deb05dc,5,1,2,7.450,7.450,+0.190,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,e75e89fe-2989-441b-b579-cdbe5deb05dc,5,2,2,9.320,16.770,+0.080,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,e75e89fe-2989-441b-b579-cdbe5deb05dc,5,3,2,8.910,25.680,+0.080,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,e75e89fe-2989-441b-b579-cdbe5deb05dc,5,4,2,9.050,34.730,+0.110,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,e75e89fe-2989-441b-b579-cdbe5deb05dc,5,5,2,9.294,44.024,+0.083,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,8df9fd76-b493-434e-9a57-e850fc7893a8,82,1,3,7.580,7.580,+0.320,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,8df9fd76-b493-434e-9a57-e850fc7893a8,82,2,3,9.290,16.870,+0.180,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,8df9fd76-b493-434e-9a57-e850fc7893a8,82,3,3,8.930,25.800,+0.200,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,8df9fd76-b493-434e-9a57-e850fc7893a8,82,4,3,8.970,34.770,+0.150,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,8df9fd76-b493-434e-9a57-e850fc7893a8,82,5,3,9.318,44.088,+0.147,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,63eaa77e-e1ab-4d81-b03e-55a196ee247d,89,1,4,7.690,7.690,+0.430,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,63eaa77e-e1ab-4d81-b03e-55a196ee247d,89,2,4,9.320,17.010,+0.320,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,63eaa77e-e1ab-4d81-b03e-55a196ee247d,89,3,4,8.910,25.920,+0.320,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,63eaa77e-e1ab-4d81-b03e-55a196ee247d,89,4,4,8.930,34.850,+0.230,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,63eaa77e-e1ab-4d81-b03e-55a196ee247d,89,5,4,9.440,44.290,+0.349,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,68682767-ef3c-4b4d-8031-c4ffa3f26404,80,1,5,8.080,8.080,+0.820,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,68682767-ef3c-4b4d-8031-c4ffa3f26404,80,2,5,9.680,17.760,+1.070,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,68682767-ef3c-4b4d-8031-c4ffa3f26404,80,3,5,9.230,26.990,+1.390,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,68682767-ef3c-4b4d-8031-c4ffa3f26404,80,4,5,9.450,36.440,+1.820,seoul_woman
Heats,65c1891d-fce4-4bc5-9516-69a6deeee6fe,Heat 3,68682767-ef3c-4b4d-8031-c4ffa3f26404,80,5,5,9.908,46.348,+2.407,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,aafbbe68-5977-440f-833c-efc955a05625,2,1,1,7.270,7.270,0.000,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,aafbbe68-5977-440f-833c-efc955a05625,2,2,1,9.230,16.500,0.000,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,aafbbe68-5977-440f-833c-efc955a05625,2,3,1,8.720,25.220,0.000,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,aafbbe68-5977-440f-833c-efc955a05625,2,4,1,8.790,34.010,0.000,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,aafbbe68-5977-440f-833c-efc955a05625,2,5,1,9.051,43.061,0.000,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,696ce39e-3a18-4c72-a1a8-b13d5475ef96,36,1,2,7.440,7.440,+0.170,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,696ce39e-3a18-4c72-a1a8-b13d5475ef96,36,2,2,9.240,16.680,+0.180,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,696ce39e-3a18-4c72-a1a8-b13d5475ef96,36,3,2,8.930,25.610,+0.390,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,696ce39e-3a18-4c72-a1a8-b13d5475ef96,36,4,2,9.260,34.870,+0.860,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,696ce39e-3a18-4c72-a1a8-b13d5475ef96,36,5,2,9.747,44.617,+1.556,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,216b5d89-848a-4830-9fe3-2fba1e366969,39,1,3,7.750,7.750,+0.480,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,216b5d89-848a-4830-9fe3-2fba1e366969,39,2,3,9.510,17.260,+0.760,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,216b5d89-848a-4830-9fe3-2fba1e366969,39,3,3,9.010,26.270,+1.050,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,216b5d89-848a-4830-9fe3-2fba1e366969,39,4,3,9.300,35.570,+1.560,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,216b5d89-848a-4830-9fe3-2fba1e366969,39,5,3,9.554,45.124,+2.063,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,0ed93a45-a373-484c-a61b-061e55ce2e53,60,1,4,7.900,7.900,+0.630,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,0ed93a45-a373-484c-a61b-061e55ce2e53,60,2,4,9.550,17.450,+0.950,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,0ed93a45-a373-484c-a61b-061e55ce2e53,60,3,4,8.960,26.410,+1.190,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,0ed93a45-a373-484c-a61b-061e55ce2e53,60,4,4,9.220,35.630,+1.620,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,0ed93a45-a373-484c-a61b-061e55ce2e53,60,5,4,9.797,45.427,+2.366,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,20f79d1e-6b2a-4804-b1a6-36908b04bc78,28,1,5,9.820,9.820,+2.550,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,20f79d1e-6b2a-4804-b1a6-36908b04bc78,28,2,5,10.280,20.100,+3.600,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,20f79d1e-6b2a-4804-b1a6-36908b04bc78,28,3,5,9.570,29.670,+4.450,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,20f79d1e-6b2a-4804-b1a6-36908b04bc78,28,4,5,9.500,39.170,+5.160,seoul_woman
Heats,b069f944-cad0-46e0-81f7-be47ab2ba7bd,Heat 4,20f79d1e-6b2a-4804-b1a6-36908b04bc78,28,5,5,9.820,48.990,+5.929,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,5f08259b-c0c0-4bd3-9ea5-eb2401fed5fb,12,1,1,7.320,7.320,0.000,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,5f08259b-c0c0-4bd3-9ea5-eb2401fed5fb,12,2,1,9.200,16.520,0.000,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,5f08259b-c0c0-4bd3-9ea5-eb2401fed5fb,12,3,1,8.840,25.360,0.000,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,5f08259b-c0c0-4bd3-9ea5-eb2401fed5fb,12,4,1,9.020,34.380,0.000,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,5f08259b-c0c0-4bd3-9ea5-eb2401fed5fb,12,5,1,9.316,43.696,0.000,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,bce0f8e1-9172-4cd2-9396-25fca65dcff4,18,1,2,7.420,7.420,+0.100,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,bce0f8e1-9172-4cd2-9396-25fca65dcff4,18,2,2,9.200,16.620,+0.100,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,bce0f8e1-9172-4cd2-9396-25fca65dcff4,18,3,2,8.830,25.450,+0.090,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,bce0f8e1-9172-4cd2-9396-25fca65dcff4,18,4,2,9.050,34.500,+0.120,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,bce0f8e1-9172-4cd2-9396-25fca65dcff4,18,5,2,9.257,43.757,+0.061,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,d2c5f17b-aae0-4f38-a663-5ae155346501,7,1,3,7.630,7.630,+0.310,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,d2c5f17b-aae0-4f38-a663-5ae155346501,7,2,3,9.150,16.780,+0.260,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,d2c5f17b-aae0-4f38-a663-5ae155346501,7,3,3,8.800,25.580,+0.220,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,d2c5f17b-aae0-4f38-a663-5ae155346501,7,4,3,9.010,34.590,+0.210,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,d2c5f17b-aae0-4f38-a663-5ae155346501,7,5,3,9.250,43.840,+0.144,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,c9102b97-afc8-4faf-9150-06b16d73b3a5,25,1,4,7.760,7.760,+0.440,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,c9102b97-afc8-4faf-9150-06b16d73b3a5,25,2,4,9.240,17.000,+0.480,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,c9102b97-afc8-4faf-9150-06b16d73b3a5,25,3,4,8.720,25.720,+0.360,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,c9102b97-afc8-4faf-9150-06b16d73b3a5,25,4,4,8.970,34.690,+0.310,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,c9102b97-afc8-4faf-9150-06b16d73b3a5,25,5,4,9.305,43.995,+0.299,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,7cb688bb-5c6c-4a9e-b4a8-880eced53c45,55,1,5,7.880,7.880,+0.560,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,7cb688bb-5c6c-4a9e-b4a8-880eced53c45,55,2,5,9.250,17.130,+0.610,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,7cb688bb-5c6c-4a9e-b4a8-880eced53c45,55,3,5,8.760,25.890,+0.530,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,7cb688bb-5c6c-4a9e-b4a8-880eced53c45,55,4,5,9.010,34.900,+0.520,seoul_woman
Heats,adc72c8c-5d75-40c0-8719-6171b3241141,Heat 5,7cb688bb-5c6c-4a9e-b4a8-880eced53c45,55,5,5,9.579,44.479,+0.783,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,92c49e26-634d-43d6-9872-b7d5f1c4ba87,13,1,1,7.450,7.450,0.000,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,92c49e26-634d-43d6-9872-b7d5f1c4ba87,13,2,1,9.460,16.910,0.000,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,92c49e26-634d-43d6-9872-b7d5f1c4ba87,13,3,1,8.950,25.860,0.000,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,92c49e26-634d-43d6-9872-b7d5f1c4ba87,13,4,1,9.280,35.140,0.000,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,92c49e26-634d-43d6-9872-b7d5f1c4ba87,13,5,1,9.623,44.763,0.000,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,a0337d9b-d1ea-42e6-b9b3-ac83e0e11cd8,59,1,3,7.610,7.610,+0.160,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,a0337d9b-d1ea-42e6-b9b3-ac83e0e11cd8,59,2,2,9.450,17.060,+0.150,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,a0337d9b-d1ea-42e6-b9b3-ac83e0e11cd8,59,3,2,8.980,26.040,+0.180,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,a0337d9b-d1ea-42e6-b9b3-ac83e0e11cd8,59,4,2,9.210,35.250,+0.110,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,a0337d9b-d1ea-42e6-b9b3-ac83e0e11cd8,59,5,2,9.634,44.884,+0.121,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,6df8a73c-8639-4c0d-bd98-ed669b028868,54,1,4,7.790,7.790,+0.340,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,6df8a73c-8639-4c0d-bd98-ed669b028868,54,2,4,9.520,17.310,+0.400,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,6df8a73c-8639-4c0d-bd98-ed669b028868,54,3,3,8.960,26.270,+0.410,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,6df8a73c-8639-4c0d-bd98-ed669b028868,54,4,3,9.090,35.360,+0.220,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,6df8a73c-8639-4c0d-bd98-ed669b028868,54,5,3,9.544,44.904,+0.141,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,9a80c6d5-649b-44fe-86d4-fb90b2c8c654,69,1,5,7.930,7.930,+0.480,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,9a80c6d5-649b-44fe-86d4-fb90b2c8c654,69,2,5,9.490,17.420,+0.510,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,9a80c6d5-649b-44fe-86d4-fb90b2c8c654,69,3,5,9.010,26.430,+0.570,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,9a80c6d5-649b-44fe-86d4-fb90b2c8c654,69,4,4,9.190,35.620,+0.480,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,9a80c6d5-649b-44fe-86d4-fb90b2c8c654,69,5,4,9.398,45.018,+0.255,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,d2927e4c-0031-433f-beae-ff993a972c19,23,1,2,7.600,7.600,+0.150,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,d2927e4c-0031-433f-beae-ff993a972c19,23,2,3,9.610,17.210,+0.300,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,d2927e4c-0031-433f-beae-ff993a972c19,23,3,4,9.170,26.380,+0.520,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,d2927e4c-0031-433f-beae-ff993a972c19,23,4,5,9.740,36.120,+0.980,seoul_woman
Heats,c463a984-8419-4c84-b1e7-b09422c2f8c4,Heat 6,d2927e4c-0031-433f-beae-ff993a972c19,23,5,5,10.893,47.013,+2.250,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,e013b51e-a231-480c-af82-9c4375efe88f,90,1,2,7.450,7.450,+0.010,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,e013b51e-a231-480c-af82-9c4375efe88f,90,2,1,9.460,16.910,0.000,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,e013b51e-a231-480c-af82-9c4375efe88f,90,3,1,8.740,25.650,0.000,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,e013b51e-a231-480c-af82-9c4375efe88f,90,4,1,8.840,34.490,0.000,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,e013b51e-a231-480c-af82-9c4375efe88f,90,5,1,9.276,43.766,0.000,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bd14513f-84ae-4214-82ae-f2b2aca8d112,21,1,3,7.460,7.460,+0.020,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bd14513f-84ae-4214-82ae-f2b2aca8d112,21,2,2,9.560,17.020,+0.110,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bd14513f-84ae-4214-82ae-f2b2aca8d112,21,3,2,8.730,25.750,+0.100,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bd14513f-84ae-4214-82ae-f2b2aca8d112,21,4,2,8.830,34.580,+0.090,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bd14513f-84ae-4214-82ae-f2b2aca8d112,21,5,2,9.242,43.822,+0.056,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,53c63257-c759-4293-8f77-23dcd451234b,50,1,4,7.760,7.760,+0.320,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,53c63257-c759-4293-8f77-23dcd451234b,50,2,3,9.580,17.340,+0.430,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,53c63257-c759-4293-8f77-23dcd451234b,50,3,3,8.890,26.230,+0.580,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,53c63257-c759-4293-8f77-23dcd451234b,50,4,3,9.180,35.410,+0.920,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,53c63257-c759-4293-8f77-23dcd451234b,50,5,3,9.412,44.822,+1.056,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,9ba3441b-d1b3-4f50-9ff6-7acc67325c81,67,1,5,7.950,7.950,+0.510,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,9ba3441b-d1b3-4f50-9ff6-7acc67325c81,67,2,4,9.440,17.390,+0.480,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,9ba3441b-d1b3-4f50-9ff6-7acc67325c81,67,3,4,9.050,26.440,+0.790,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,9ba3441b-d1b3-4f50-9ff6-7acc67325c81,67,4,4,9.100,35.540,+1.050,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,9ba3441b-d1b3-4f50-9ff6-7acc67325c81,67,5,4,9.355,44.895,+1.129,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bc862a99-8b83-474d-a2bb-e51db80b59e1,97,1,1,7.440,7.440,0.000,seoul_woman
Heats,83b335b2-ade7-4ad2-b36f-d0c59f637f09,Heat 7,bc862a99-8b83-474d-a2bb-e51db80b59e1,97,2,5,24.590,32.030,+15.120,seoul_woman
